x	y	cluster	P31_obj_set_id_label	P31_obj_set	colors	label_gold1
30.924158	51.612595	310	(Q54114) boulevard	Q54114	#ff4a00	public facility, transportation
51.09343	132.08835	134	(Q46970) airline	Q46970	#06ecf1	public facility, transportation
-56.426506	41.319206	256	(Q40357) prison	Q40357	#ffd300	public facility, transportation
74.7689	-37.73587	292	(Q43501) zoo	Q43501	#ff7a00	public facility, transportation
-108.540955	65.62751	43	(Q131734) brewery	Q131734	#0000ff	public facility, transportation
-48.70188	-6.762125	59	(Q162875) mausoleum	Q162875	#0020ff	public facility, transportation
63.519714	7.7987914	319	(Q39715) lighthouse	Q39715	#ff3400	public facility, transportation
-83.34513	38.422203	74	(Q33506) museum	Q33506	#0048ff	public facility, transportation
50.45746	145.8041	24	(Q1248784) airport, (Q94993988) commercial traffic aerodrome	Q1248784, Q94993988	#0000c8	public facility, transportation
6.9893284	78.96437	30	(Q83620) thoroughfare	Q83620	#0000da	public facility, transportation
-110.9855	31.29844	96	(Q13226383) facility	Q13226383	#0084ff	public facility, transportation
-21.19857	20.863115	276	(Q15081032) historical motorcycle manufacturer	Q15081032	#ffa300	public facility, transportation
-107.89869	61.85829	43	(Q11707) restaurant	Q11707	#0000ff	public facility, transportation
29.878304	79.32	91	(Q55488) railway station	Q55488	#0078ff	public facility, transportation
51.34509	145.51323	24	(Q1248784) airport	Q1248784	#0000c8	public facility, transportation
10.354435	90.79462	62	(Q249556) railway company	Q249556	#0028ff	public facility, transportation
62.05038	-19.872421	37	(Q1081138) historic site	Q1081138	#0000f1	public facility, transportation
5.0579867	82.62876	284	(Q15145593) tram line	Q15145593	#ff8d00	public facility, transportation
4.065899	92.772285	171	(Q22808403) station located underground, (Q928830) metro station	Q22808403, Q928830	#5aff9d	public facility, transportation
2.463207	79.39915	284	(Q12280) bridge	Q12280	#ff8d00	public facility, transportation
-16.560266	135.78757	162	(Q44782) port	Q44782	#43ffb4	public facility, transportation
99.81158	-93.73573	68	(Q27686) hotel	Q27686	#0038ff	public facility, transportation
25.415073	-54.996128	348	(Q190107) weather station	Q190107	#cd0000	public facility, transportation
-2.1877515	-164.60605	49	(Q16917) hospital	Q16917	#0004ff	public facility, transportation
16.065012	108.76085	111	(Q6558431) coal-fired power station	Q6558431	#00acff	public facility, transportation
46.68972	53.75915	203	(Q12518) tower	Q12518	#9dff5a	public facility, transportation
17.426105	136.66725	366	(Q41253) movie theater	Q41253	#960000	public facility, transportation
30.036276	79.635826	91	(Q22808404) station located on surface, (Q55488) railway station	Q22808404, Q55488	#0078ff	public facility, transportation
62.297314	69.36514	358	(Q7075) library	Q7075	#ad0000	public facility, transportation
-105.46373	29.983706	359	(Q17350442) venue	Q17350442	#ad0000	public facility, transportation
35.223232	53.552776	50	(Q22746) urban park	Q22746	#0008ff	public facility, transportation
6.809195	86.3636	360	(Q15079663) rapid transit railway line	Q15079663	#a80000	public facility, transportation
-1.4330782	-163.20238	49	(Q16917) hospital, (Q4287745) medical organization	Q16917, Q4287745	#0004ff	public facility, transportation
75.41427	-6.675704	194	(Q4989906) monument	Q4989906	#8aff6d	public facility, transportation
-136.2647	24.995882	295	(Q856234) academic library	Q856234	#ff7300	public facility, transportation
51.019836	131.29892	134	(Q740752) transport company	Q740752	#06ecf1	public facility, transportation
143.83127	38.531406	77	(Q1107656) garden	Q1107656	#0050ff	public facility, transportation
68.66024	75.732834	57	(Q2326815) municipal library	Q2326815	#001cff	public facility, transportation
13.067556	91.82532	62	(Q811704) rolling stock class	Q811704	#0028ff	public facility, transportation
10.033855	90.66794	62	(Q728937) railway line	Q728937	#0028ff	public facility, transportation
2.6643565	93.49486	171	(Q2354973) road tunnel	Q2354973	#5aff9d	public facility, transportation
18.708506	56.542027	101	(Q4663385) former railway station	Q4663385	#0094ff	public facility, transportation
5.514157	85.65802	360	(Q928830) metro station	Q928830	#a80000	public facility, transportation
29.866611	32.536015	272	(Q200764) bookstore	Q200764	#ffab00	public facility, transportation
2.2345028	119.61689	231	(Q185187) watermill	Q185187	#deff19	public facility, transportation
4.68156	86.39291	360	(Q861951) police station	Q861951	#a80000	public facility, transportation
20.419577	19.620836	141	(Q1021645) office building	Q1021645	#16ffe1	public facility, transportation
-58.168995	-9.75529	301	(Q846659) Jewish cemetery	Q846659	#ff6000	public facility, transportation
-8.417058	128.02617	32	(Q15911738) hydroelectric power station	Q15911738	#0000df	public facility, transportation
-74.79612	-91.48374	187	(Q55043) gymnasium	Q55043	#7dff7a	public facility, transportation
30.5603	80.82404	91	(Q757292) border checkpoint	Q757292	#0078ff	public facility, transportation
29.301676	32.978443	272	(Q11315) shopping center	Q11315	#ffab00	public facility, transportation
-118.461266	-12.380544	279	(Q6498663) fire department	Q6498663	#ff9c00	public facility, transportation
2.8901393	96.14316	171	(Q44377) tunnel	Q44377	#5aff9d	public facility, transportation
2.8266757	80.27858	284	(Q1210334) railway bridge	Q1210334	#ff8d00	public facility, transportation
-47.723366	-7.05539	59	(Q381885) tomb	Q381885	#0020ff	public facility, transportation
63.72837	-13.284447	305	(Q3395377) ancient monument	Q3395377	#ff5900	public facility, transportation
18.493097	16.49763	141	(Q83405) factory	Q83405	#16ffe1	public facility, transportation
2.2425838	119.61595	231	(Q38720) windmill	Q38720	#deff19	public facility, transportation
-19.734524	-58.876236	346	(Q1788582) state highway	Q1788582	#d60000	public facility, transportation
144.28458	38.78695	77	(Q167346) botanical garden	Q167346	#0050ff	public facility, transportation
-29.329227	-98.944305	211	(Q200334) bell tower	Q200334	#b1ff46	public facility, transportation
3.3443573	82.82598	284	(Q22667) railway	Q22667	#ff8d00	public facility, transportation
4.3398485	82.48883	284	(Q15640053) tram system	Q15640053	#ff8d00	public facility, transportation
6.0211163	78.261375	30	(Q537127) road bridge	Q537127	#0000da	public facility, transportation
6.2044325	82.675354	284	(Q15141321) train service	Q15141321	#ff8d00	public facility, transportation
6.379586	5.251905	132	(Q11755880) residential building	Q11755880	#02e8f4	public facility, transportation
-1.2699425	-162.83034	49	(Q4287745) medical organization	Q4287745	#0004ff	public facility, transportation
18.050045	38.91452	266	(Q18761864) bank building	Q18761864	#ffb900	public facility, transportation
35.135315	-9.352139	364	(Q1007870) art gallery	Q1007870	#9b0000	public facility, transportation
-96.67022	-7.452529	6	(Q16823155) Schloss	Q16823155	#000092	public facility, transportation
-49.77747	-6.323879	59	(Q173387) grave	Q173387	#0020ff	public facility, transportation
75.55682	-6.9690027	194	(Q5003624) memorial	Q5003624	#8aff6d	public facility, transportation
36.705193	-10.73243	364	(Q464980) exhibition	Q464980	#9b0000	public facility, transportation
4.502361	-31.22782	313	(Q918230) Roman villa	Q918230	#ff4300	public facility, transportation
62.149906	69.18281	358	(Q28564) public library, (Q7075) library	Q28564, Q7075	#ad0000	public facility, transportation
-108.40875	64.84568	43	(Q212198) pub	Q212198	#0000ff	public facility, transportation
35.83973	59.19475	324	(Q174782) square, (Q79007) street	Q174782, Q79007	#ff2900	public facility, transportation
-75.31017	-93.57585	187	(Q56351315) Japanese upper secondary school	Q56351315	#7dff7a	public facility, transportation
16.086243	52.737274	101	(Q16917) hospital, (Q64578911) former hospital	Q16917, Q64578911	#0094ff	public facility, transportation
31.881462	73.64888	91	(Q494829) bus station	Q494829	#0078ff	public facility, transportation
51.322933	145.88628	24	(Q1248784) airport, (Q62447) aerodrome	Q1248784, Q62447	#0000c8	public facility, transportation
-4.302929	-12.132746	170	(Q35054) post office	Q35054	#56ffa0	public facility, transportation
-32.53985	-45.75729	333	(Q604177) municipal archive	Q604177	#ff1300	public facility, transportation
27.839867	77.43339	91	(Q12819564) station	Q12819564	#0078ff	public facility, transportation
-23.255302	-21.94148	200	(Q44494) mill	Q44494	#97ff60	public facility, transportation
3.9841113	93.36825	171	(Q1311958) railway tunnel	Q1311958	#5aff9d	public facility, transportation
-9.67451	128.08661	32	(Q274153) water tower	Q274153	#0000df	public facility, transportation
50.21906	128.51875	312	(Q3240003) bus route	Q3240003	#ff4700	public facility, transportation
-108.08133	62.956757	43	(Q256020) inn	Q256020	#0000ff	public facility, transportation
48.799095	-88.29979	247	(Q13107184) pharmacy	Q13107184	#ffea00	public facility, transportation
-37.7835	146.28758	52	(Q114768) granary	Q114768	#000cff	public facility, transportation
60.74739	67.584404	358	(Q26271642) library network	Q26271642	#ad0000	public facility, transportation
54.431984	87.58697	107	(Q489357) farmhouse	Q489357	#00a4ff	public facility, transportation
29.324427	50.951614	310	(Q18019452) A road	Q18019452	#ff4a00	public facility, transportation
29.369352	77.01982	91	(Q2175765) tram stop	Q2175765	#0078ff	public facility, transportation
-79.47962	-93.71562	187	(Q19855165) rural school, (Q64062731) higher secondary school,  -	Q19855165, Q64062731	#7dff7a	public facility, transportation
-2.473162	73.11667	133	(Q277760) gatehouse	Q277760	#06ecf1	public facility, transportation
-66.8154	-48.171284	246	(Q1251403) alleyway	Q1251403	#feed00	public facility, transportation
-4.502904	-10.507861	170	(Q61443650) sub post office	Q61443650	#56ffa0	public facility, transportation
-4.502453	-10.823754	170	(Q61443690) branch post office	Q61443690	#56ffa0	public facility, transportation
-65.9732	-121.400055	184	- , (Q67388747) urban school, (Q9842) primary school	Q67388747, Q9842	#73ff83	public facility, transportation
-66.64254	-119.41329	184	(Q19855165) rural school,  - , (Q9842) primary school	Q19855165, Q9842	#73ff83	public facility, transportation
-79.51731	-93.83777	187	(Q159334) secondary school, (Q19855165) rural school,  -	Q159334, Q19855165	#7dff7a	public facility, transportation
-78.19995	-99.20523	137	(Q19855165) rural school, (Q64063386) upper primary school,  -	Q19855165, Q64063386	#0cf4eb	public facility, transportation
50.871174	128.9368	312	(Q10438042) bus company	Q10438042	#ff4700	public facility, transportation
-119.47077	-13.489336	279	(Q1195942) fire station	Q1195942	#ff9c00	public facility, transportation
77.890915	-44.163357	71	(Q948878) dovecote	Q948878	#0040ff	public facility, transportation
29.10335	77.85035	91	(Q55678) railway halt	Q55678	#0078ff	public facility, transportation
-79.67756	64.211105	221	(Q2593777) grave field	Q2593777	#c7ff30	public facility, transportation
38.332863	53.902023	50	(Q11755959) multi-storey urban building	Q11755959	#0008ff	public facility, transportation
-73.01857	-81.491196	48	(Q10511371) gymnasieskola	Q10511371	#0000ff	public facility, transportation
36.51217	52.202797	50	(Q22652) green space	Q22652	#0008ff	public facility, transportation
6.5976877	76.71436	30	(Q2376564) interchange	Q2376564	#0000da	public facility, transportation
113.112724	-80.22231	40	(Q12731) cul-de-sac	Q12731	#0000fa	public facility, transportation
-45.910362	-87.05811	44	(Q69106538) Chinese national-type primary school	Q69106538	#0000ff	public facility, transportation
-118.745155	-12.691687	279	(Q748998) fire lookout tower	Q748998	#ff9c00	public facility, transportation
-44.547993	-84.98823	357	(Q3803834) istituto tecnico	Q3803834	#b20000	public facility, transportation
-5.565007	128.37283	257	(Q174814) electrical substation	Q174814	#ffd300	public facility, transportation
-37.677017	146.3165	52	(Q1362225) warehouse	Q1362225	#000cff	public facility, transportation
-96.82876	5.9819636	129	(Q5526694) Gasthaus	Q5526694	#00e0fb	public facility, transportation
-80.49319	67.80674	3	(Q203443) tombstone	Q203443	#000089	public facility, transportation
5.9596195	-36.808765	46	(Q101659) dolmen	Q101659	#0000ff	public facility, transportation
-87.68518	38.94028	74	(Q1516079) cultural heritage ensemble	Q1516079	#0048ff	public facility, transportation
69.501945	73.46205	57	(Q12317349) main library, (Q28564) public library	Q12317349, Q28564	#001cff	public facility, transportation
-45.508217	-86.57403	44	(Q3803808) nan	Q3803808	#0000ff	public facility, transportation
31.896059	73.63144	91	(Q953806) bus stop	Q953806	#0078ff	public facility, transportation
-123.29953	-35.808018	327	(Q19691007) institutional complex	Q19691007	#ff2200	public facility, transportation
23.67768	69.25687	277	(Q221722) bike path	Q221722	#ff9f00	public facility, transportation
-53.807327	-90.43288	368	(Q5358913) elementary school in Japan	Q5358913	#920000	public facility, transportation
-124.320496	23.803543	124	(Q28935764) special school	Q28935764	#00d0ff	public facility, transportation
21.759796	139.89633	47	(Q19860854) destroyed building or structure, (Q41253) movie theater	Q19860854, Q41253	#0000ff	public facility, transportation
-71.25299	-1.5524505	82	(Q702081) water board in the Netherlands	Q702081	#0060ff	public facility, transportation
-99.165436	-54.552895	152	(Q1426271) route nationale	Q1426271	#30ffc7	public facility, transportation
-2.9349747	-165.43002	49	(Q16917) hospital, (Q7257872) public hospital	Q16917, Q7257872	#0004ff	public facility, transportation
8.146538	79.0224	30	(Q5004679) path	Q5004679	#0000da	public facility, transportation
18.290653	137.5447	366	(Q41253) movie theater, (Q786922) drive-in theater	Q41253, Q786922	#960000	public facility, transportation
-75.543076	65.976524	221	(Q26703203) stumbling stone	Q26703203	#c7ff30	public facility, transportation
19.296251	-55.669937	294	(Q3831968) liceo scientifico	Q3831968	#ff7300	public facility, transportation
21.750616	139.8915	47	(Q19860854) destroyed building or structure, (Q41253) movie theater, (Q786922) drive-in theater	Q19860854, Q41253, Q786922	#0000ff	public facility, transportation
-98.32563	-53.3607	152	(Q19796778) route départementale	Q19796778	#30ffc7	public facility, transportation
70.22658	72.697266	57	(Q5728070) biblioteca popular	Q5728070	#001cff	public facility, transportation
28.924788	-50.64362	348	(Q385994) special library	Q385994	#cd0000	public facility, transportation
68.64061	74.464966	57	(Q11396180) library branch, (Q28564) public library	Q11396180, Q28564	#001cff	public facility, transportation
-0.5267846	-164.57219	49	(Q569500) community health center	Q569500	#0004ff	public facility, transportation
-75.86087	63.99681	221	(Q7321974) cairn	Q7321974	#c7ff30	public facility, transportation
63.525917	7.8082867	319	(Q39715) lighthouse, (Q787078) sector light	Q39715, Q787078	#ff3400	public facility, transportation
-108.172455	63.489006	43	(Q212198) pub, (Q256020) inn	Q212198, Q256020	#0000ff	public facility, transportation
11.792824	-76.081566	166	(Q1187691) roadside station in Japan	Q1187691	#4dffaa	public facility, transportation
-76.88288	-88.33929	342	(Q55521176) lower secondary school in Japan	Q55521176	#df0000	public facility, transportation
64.61534	-72.92344	285	(Q3044808) appendage	Q3044808	#ff8900	public facility, transportation
-78.98685	70.213844	3	(Q11832720) grave slab	Q11832720	#000089	public facility, transportation
-45.12425	-90.63272	44	(Q67015940) Government Boys' Primary School	Q67015940	#0000ff	public facility, transportation
-53.764614	-90.41411	368	(Q70206617) National Primary School	Q70206617	#920000	public facility, transportation
-76.65035	-89.354675	342	(Q12708689) National Secondary School	Q12708689	#df0000	public facility, transportation
29.58457	51.05771	310	(Q89021600) B road	Q89021600	#ff4a00	public facility, transportation
16.813467	19.154789	141	(Q18760306) residential and commercial building	Q18760306	#16ffe1	public facility, transportation
-19.209625	-11.30903	267	(Q17391474) neck gable building	Q17391474	#ffb900	public facility, transportation
-31.045794	-4.5412097	337	(Q10416961) working life museum	Q10416961	#f10800	public facility, transportation
36.668465	53.89507	50	(Q79007) street, (Q79007) street	Q79007, Q79007	#0008ff	public facility, transportation
-72.66552	-81.11917	48	(Q88965416) school unit	Q88965416	#0000ff	public facility, transportation
-78.70851	-85.46167	342	(Q12513144) vocational school in Indonesia	Q12513144	#df0000	public facility, transportation
14.115874	-15.385327	367	(Q61663696) bicycle-sharing station	Q61663696	#920000	public facility, transportation
-39.683266	147.2528	52	(Q681337) cowshed	Q681337	#000cff	public facility, transportation
-2.7029202	72.07615	133	(Q5527082) gatepost	Q5527082	#06ecf1	public facility, transportation
74.76024	-53.312332	355	(Q62059246) public reserve	Q62059246	#bb0000	public facility, transportation
-45.38462	-89.37809	44	(Q67015944) Government Girls' Primary School	Q67015944	#0000ff	public facility, transportation
108.496605	8.763424	228	(Q1078374) tenement	Q1078374	#d7ff1f	public facility, transportation
-80.46523	67.40055	3	(Q203443) tombstone, (Q2065736) cultural property	Q203443, Q2065736	#000089	public facility, transportation
-120.96462	-26.028242	22	(Q98094425) Station of the Cross	Q98094425	#0000c4	public facility, transportation
-79.734886	69.30835	3	(Q19833736) chest tomb	Q19833736	#000089	public facility, transportation
63.013687	26.61142	53	(Q712868) red telephone box	Q712868	#0010ff	public facility, transportation
-112.111336	-86.41055	29	(Q64063317) lower primary school,  -	Q64063317	#0000d6	public facility, transportation
-110.897385	-27.55365	296	(Q2977) cathedral	Q2977	#ff6f00	religion
-132.11597	-22.883244	287	(Q856713) Christian hymn	Q856713	#ff8600	religion
-110.69149	-24.463072	296	(Q160742) abbey	Q160742	#ff6f00	religion
-127.39102	-15.866143	92	(Q178885) deity	Q178885	#0078ff	religion
-120.46091	-28.402157	22	(Q16970) church building	Q16970	#0000c4	religion
-123.511734	-36.49881	327	(Q44613) monastery	Q44613	#ff2200	religion
-112.7718	-27.6897	296	(Q317557) parish church	Q317557	#ff6f00	religion
-110.25308	-27.270401	296	(Q3146899) diocese of the Catholic Church	Q3146899	#ff6f00	religion
-58.180664	-9.758372	301	(Q34627) synagogue	Q34627	#ff6000	religion
-124.59021	-20.406748	92	(Q32815) mosque	Q32815	#0078ff	religion
-110.920265	-25.518599	296	(Q1128397) convent	Q1128397	#ff6f00	religion
-124.63987	-19.217606	92	(Q44539) temple	Q44539	#0078ff	religion
-123.62285	-32.410255	327	(Q108325) chapel	Q108325	#ff2200	religion
-82.69189	-2.0236228	214	(Q744296) wooden church	Q744296	#b7ff40	religion
-82.95769	-1.5303185	214	(Q1088552) Catholic church building	Q1088552	#b7ff40	religion
-84.14955	-0.58442	214	(Q2031836) Eastern Orthodox church	Q2031836	#b7ff40	religion
-132.44131	-22.92659	287	(Q484692) hymn	Q484692	#ff8600	religion
-125.49611	-18.452532	92	(Q101687) altar	Q101687	#0078ff	religion
40.425156	29.72849	56	(Q29154515) chapter of the Bible	Q29154515	#0018ff	religion
-66.74668	-25.62067	66	(Q102496) parish	Q102496	#0034ff	religion
5.0020328	-77.76622	4	(Q5393308) Buddhist temple	Q5393308	#000089	religion
4.983414	-77.77027	4	(Q842402) Hindu temple	Q842402	#000089	religion
-122.08704	-30.825054	22	(Q16970) church building, (Q2065736) cultural property	Q16970, Q2065736	#0000c4	religion
9.885459	-77.64117	166	(Q845945) shinto shrine	Q845945	#4dffaa	religion
-122.9638	-17.116722	92	(Q722604) reliquary	Q722604	#0078ff	religion
-109.2619	-2.5032854	112	(Q513550) hermitage	Q513550	#00b0ff	religion
-129.26237	-41.187973	90	(Q1129743) filial church	Q1129743	#0074ff	religion
-94.98869	-26.464642	199	(Q732034) stole	Q732034	#97ff60	religion
-119.52522	-28.917566	22	(Q16970) church building, (Q811979) architectural structure	Q16970, Q811979	#0000c4	religion
-114.79718	-27.681688	296	(Q56242063) Protestant church building	Q56242063	#ff6f00	religion
-122.6499	-30.13583	22	(Q16970) church building, (Q210272) cultural heritage	Q16970, Q210272	#0000c4	religion
40.489502	29.73016	56	(Q29154550) verse of the Bible	Q29154550	#0018ff	religion
-72.60164	-37.56999	213	(Q1484611) buurtschap	Q1484611	#b4ff43	religion
-83.64597	-2.7619793	214	(Q385337) deanery	Q385337	#b7ff40	religion
-121.36966	1.3588389	176	(Q3395121) wayside shrine	Q3395121	#63ff94	religion
-128.9021	-40.99688	90	(Q607241) clergy house	Q607241	#0074ff	religion
-120.12086	-32.354015	22	(Q51041800) religious administrative entity	Q51041800	#0000c4	religion
-121.315636	0.07289672	176	(Q14552192) chapel-shrine	Q14552192	#63ff94	religion
-131.07692	-22.749271	287	(Q580499) oratory	Q580499	#ff8600	religion
-111.2894	-33.964035	140	(Q208820) baptismal font	Q208820	#13fce4	religion
-109.626976	-3.8860419	112	(Q56750657) hermitage	Q56750657	#00b0ff	religion
-120.743576	-27.124643	22	(Q255956) Processional cross	Q255956	#0000c4	religion
-110.184654	-31.307545	140	(Q14616641) presbytery	Q14616641	#13fce4	religion
-121.959015	-52.505856	154	(Q211775) pulpit	Q211775	#33ffc4	religion
-122.35366	-16.623268	92	(Q1670363) church tabernacle	Q1670363	#0078ff	religion
-121.31096	-1.8435918	176	(Q46686) reredos	Q46686	#63ff94	religion
-73.026505	-34.650166	213	(Q17143723) catholic parish	Q17143723	#b4ff43	religion
-121.31273	-1.5099134	176	(Q46686) reredos, (Q97072190) religious ceramic panel	Q46686, Q97072190	#63ff94	religion
-121.923386	-33.14211	327	(Q21061279) stained glass window	Q21061279	#ff2200	religion
-127.88682	-40.482204	90	(Q6807904) meeting house	Q6807904	#0074ff	religion
-121.72507	-53.58141	154	(Q891388) choir stalls	Q891388	#33ffc4	religion
-26.644958	-6.7698846	337	(Q642861) holy water font	Q642861	#f10800	religion
-106.67638	-34.953587	328	(Q210723) chalice	Q210723	#ff1e00	religion
-109.0324	-31.763645	140	(Q335661) monstrance	Q335661	#13fce4	religion
-97.68538	-52.098156	152	(Q3208559) Candomblé terreiro	Q3208559	#30ffc7	religion
-111.13309	-28.888733	296	(Q40211238) churchyard wall	Q40211238	#ff6f00	religion
-111.10218	-32.85476	140	(Q1044124) paten	Q1044124	#13fce4	religion
-93.609985	-43.46544	75	(Q198373) ciborium	Q198373	#004cff	religion
-126.403984	-16.830893	92	(Q683010) ex-voto	Q683010	#0078ff	religion
9.97977	66.75576	147	(Q20460) crucifix, (Q2309609) wayside cross	Q20460, Q2309609	#23ffd4	religion
88.163414	38.86284	64	(Q3863) asteroid	Q3863	#002cff	space
121.94314	63.262905	164	(Q11276) globular cluster	Q11276	#49ffad	space
86.136185	-18.22996	110	(Q11387) open cluster	Q11387	#00acff	space
86.081406	-18.348484	110	(Q11387) open cluster, (Q168845) star cluster	Q11387, Q168845	#00acff	space
94.26448	9.12574	264	(Q318) galaxy, (Q67206691) infrared source	Q318, Q67206691	#ffc100	space
92.644745	7.772241	264	(Q318) galaxy	Q318	#ffc100	space
117.15472	-31.482279	5	(Q2488) spiral galaxy, (Q67206691) infrared source	Q2488, Q67206691	#00008d	space
88.54331	42.865875	64	(Q55818) impact crater	Q55818	#002cff	space
82.32102	32.69796	202	(Q845371) void	Q845371	#9dff5a	space
117.155525	-31.487932	5	(Q2488) spiral galaxy	Q2488	#00008d	space
95.86973	12.672056	27	(Q2154519) astrophysical X-ray source, (Q318) galaxy	Q2154519, Q318	#0000d1	space
122.231476	39.303574	173	(Q1151284) D galaxy, (Q318) galaxy	Q1151284, Q318	#5dff9a	space
116.362045	83.16433	7	(Q1491746) galaxy group, (Q318) galaxy	Q1491746, Q318	#000092	space
90.90022	7.319785	264	(Q318) galaxy, (Q67201586) HI (21cm) source	Q318, Q67201586, 21cm	#ffc100	space
101.10418	65.79723	349	(Q2247863) high proper-motion star, (Q523) star, (Q67206691) infrared source	Q2247863, Q523, Q67206691	#cd0000	space
112.875496	51.921204	115	(Q523) star	Q523	#00b8ff	space
125.43608	-9.919809	138	(Q3887) solar eclipse	Q3887	#0ff8e7	space
128.08397	54.946785	35	(Q204107) galaxy cluster	Q204107	#0000e8	space
113.66094	84.33434	7	(Q28738741) interacting galaxies	Q28738741	#000092	space
100.40648	23.20894	309	(Q18611609) unconfirmed exoplanet, (Q44559) extrasolar planet	Q18611609, Q44559	#ff4e00	space
101.449715	97.99352	274	(Q13890) double star, (Q2247863) high proper-motion star, (Q523) star, (Q67206691) infrared source	Q13890, Q2247863, Q523, Q67206691	#ffa700	space
100.813255	99.14062	274	(Q13890) double star, (Q523) star, (Q67206691) infrared source	Q13890, Q523, Q67206691	#ffa700	space
88.78483	26.104853	325	(Q204194) dark nebula	Q204194	#ff2500	space
116.85347	54.876503	115	(Q11276) globular cluster, (Q523) star	Q11276, Q523	#00b8ff	space
116.48197	81.98464	7	(Q1491746) galaxy group, (Q204107) galaxy cluster	Q1491746, Q204107	#000092	space
105.98493	101.94639	177	(Q13890) double star	Q13890	#66ff90	space
127.26822	-11.667905	138	(Q9262) asterism	Q9262	#0ff8e7	space
70.446014	50.808155	13	(Q71965638) Seyfert 2 galaxy	Q71965638	#0000a4	space
116.60268	24.934208	352	(Q11282) H II region, (Q1931185) astronomical radio source	Q11282, Q1931185	#c40000	space
113.44176	53.193623	115	(Q523) star, (Q67206691) infrared source	Q523, Q67206691	#00b8ff	space
121.410835	62.50545	164	(Q168845) star cluster	Q168845	#49ffad	space
116.648285	83.32878	7	(Q1491746) galaxy group	Q1491746	#000092	space
89.02877	43.629013	64	(Q3240715) crater	Q3240715	#002cff	space
110.97534	53.763416	115	(Q2557101) low-ionization nuclear emission-line region, (Q523) star	Q2557101, Q523	#00b8ff	space
-91.964874	-42.47927	75	(Q130019) carbon star	Q130019	#004cff	space
83.531204	33.51588	202	(Q115518) low-surface-brightness galaxy, (Q318) galaxy	Q115518, Q318	#9dff5a	space
87.488754	39.97425	64	(Q2557101) low-ionization nuclear emission-line region, (Q318) galaxy	Q2557101, Q318	#002cff	space
94.00643	28.086233	151	(Q1054444) interstellar cloud	Q1054444	#2cffca	space
117.71294	55.409058	115	(Q27521) supercluster	Q27521	#00b8ff	space
119.35658	27.55457	63	(Q1931185) astronomical radio source, (Q318) galaxy	Q1931185, Q318	#002cff	space
93.970276	28.063753	151	(Q41872) interstellar medium	Q41872	#2cffca	space
61.5604	39.226482	182	(Q2247863) high proper-motion star, (Q67206691) infrared source	Q2247863, Q67206691	#70ff87	space
87.23438	40.073227	64	(Q2557101) low-ionization nuclear emission-line region	Q2557101	#002cff	space
111.69767	51.82368	115	(Q318) galaxy, (Q523) star	Q318, Q523	#00b8ff	space
114.092155	23.22548	352	(Q11282) H II region	Q11282	#c40000	space
96.3755	15.151179	27	(Q6999) astronomical object	Q6999	#0000d1	space
81.01327	16.741089	116	(Q318) galaxy, (Q72802508) emission-line galaxy	Q318, Q72802508	#00bcff	space
113.10947	-1.5586447	70	(Q318) galaxy, (Q67206701) far-IR source	Q318, Q67206701	#003cff	space
88.761826	25.73208	325	(Q13632) planetary nebula	Q13632	#ff2500	space
115.99102	54.11235	115	(Q168845) star cluster, (Q523) star	Q168845, Q523	#00b8ff	space
112.3073	-16.409496	153	(Q2168098) rotating variable star, (Q67206691) infrared source	Q2168098, Q67206691	#30ffc7	space
99.46613	98.260155	274	(Q50053) binary star, (Q523) star, (Q67206691) infrared source	Q50053, Q523, Q67206691	#ffa700	space
139.9366	-12.346978	242	(Q1142192) peculiar star, (Q67206691) infrared source	Q1142192, Q67206691	#f4f802	space
95.25229	8.563755	264	(Q1341811) astrophysical maser	Q1341811	#ffc100	space
105.24765	33.150364	251	(Q1621824) high-velocity cloud	Q1621824	#ffe200	space
100.69777	99.45281	274	(Q13890) double star, (Q523) star	Q13890, Q523	#ffa700	space
101.08735	65.99874	349	(Q2247863) high proper-motion star, (Q523) star	Q2247863, Q523	#cd0000	space
102.68329	101.21733	274	(Q13890) double star, (Q67206691) infrared source	Q13890, Q67206691	#ffa700	space
139.94398	-12.347965	242	(Q1142192) peculiar star	Q1142192	#f4f802	space
113.65086	51.809822	115	(Q523) star, (Q72803622) emission-line star	Q523, Q72803622	#00b8ff	space
111.2024	-15.513631	153	(Q6243) variable star, (Q67206691) infrared source	Q6243, Q67206691	#30ffc7	space
61.733616	39.01421	182	(Q66619666) Red Giant Branch star, (Q67206691) infrared source	Q66619666, Q67206691	#70ff87	space
118.28588	1.6371534	237	(Q67206691) infrared source	Q67206691	#ebff0c	space
115.964226	0.16351685	237	(Q67206701) far-IR source	Q67206701	#ebff0c	space
60.243126	40.772717	182	(Q2247863) high proper-motion star	Q2247863	#70ff87	space
106.01315	101.54794	177	(Q13890) double star, (Q2247863) high proper-motion star	Q13890, Q2247863	#66ff90	space
117.08272	0.86910486	237	(Q67206691) infrared source, (Q67206701) far-IR source	Q67206691, Q67206701	#ebff0c	space
125.35878	-12.422631	138	(Q1153690) long period variable	Q1153690	#0ff8e7	space
110.63997	-15.055322	153	(Q6243) variable star	Q6243	#30ffc7	space
82.83266	111.23945	118	(Q1457376) eclipsing binary star	Q1457376	#00c0ff	space
116.02933	-23.491001	244	(Q744691) Mira variable	Q744691	#fbf100	space
